reading_id,machine_id,timestamp,temperature,vibration,pressure,power_draw,humidity,cycle_count,runtime_hours,chamber_pressure,gas_flow_rate,error_code
R-0005463,M-0046,2025-03-04T00:00:00,71.742,0.3732,103.149,18.444,44.72,5022,19.18,10.987,93.492,
R-0005464,M-0046,2025-03-05T00:00:00,71.329,0.3737,104.334,15.346,41.98,4725,16.48,10.225,97.429,
R-0005465,M-0046,2025-03-06T00:00:00,74.405,0.3709,99.699,16.518,41.08,5120,14.25,11.064,93.401,
R-0005466,M-0046,2025-03-07T00:00:00,74.111,0.2823,105.617,18.525,44.37,6045,17.88,10.384,101.922,
R-0005467,M-0046,2025-03-08T00:00:00,73.358,0.1965,100.434,18.849,45.76,6006,14.52,10.269,119.624,
R-0005468,M-0046,2025-03-09T00:00:00,70.053,0.3251,109.698,20.751,38.13,6164,20.74,9.704,104.082,
R-0005469,M-0046,2025-03-10T00:00:00,72.567,0.296,102.08,17.343,39.95,5916,14.47,10.5,127.074,
R-0005470,M-0046,2025-03-11T00:00:00,71.553,0.2946,102.2,14.972,44.93,8142,17.65,10.795,106.098,
R-0005471,M-0046,2025-03-12T00:00:00,71.333,0.2735,100.244,21.585,44.16,5880,23.84,10.38,112.508,
R-0005472,M-0046,2025-03-13T00:00:00,70.885,0.3479,100.414,17.456,45.45,8165,15.48,10.262,89.709,
R-0005473,M-0046,2025-03-14T00:00:00,71.777,0.3561,104.463,18.833,46.66,6552,20.54,10.379,87.702,
R-0005474,M-0046,2025-03-15T00:00:00,70.269,0.3316,102.205,18.708,35.37,7811,14.29,10.727,120.0,
R-0005475,M-0046,2025-03-16T00:00:00,71.318,0.3642,102.819,18.189,43.24,5402,14.02,10.142,85.503,
R-0005476,M-0046,2025-03-17T00:00:00,70.193,0.306,101.421,19.395,36.38,6000,20.54,10.638,87.618,
R-0005477,M-0046,2025-03-18T00:00:00,70.372,0.2643,101.83,18.691,46.94,6460,14.37,10.536,124.919,
R-0005478,M-0046,2025-03-19T00:00:00,73.037,0.3058,101.467,17.495,43.75,7315,23.52,9.947,122.776,
R-0005479,M-0046,2025-03-20T00:00:00,71.966,0.3184,102.749,18.395,43.91,6942,19.34,10.487,94.389,
R-0005480,M-0046,2025-03-21T00:00:00,72.872,0.3565,104.826,16.572,38.43,8611,13.24,10.151,97.985,
R-0005481,M-0046,2025-03-22T00:00:00,70.651,0.3193,107.483,13.88,47.5,7600,22.41,10.501,127.353,
R-0005482,M-0046,2025-03-23T00:00:00,71.886,0.2883,111.149,16.623,36.76,7695,18.39,10.548,88.712,
R-0005483,M-0046,2025-03-24T00:00:00,74.527,0.3014,104.548,16.327,39.48,6232,17.27,10.503,95.563,
R-0005484,M-0046,2025-03-25T00:00:00,74.475,0.3604,107.508,17.792,35.8,8715,18.36,10.242,120.311,
R-0005485,M-0046,2025-03-26T00:00:00,74.151,0.3509,105.352,18.505,39.4,8988,22.58,10.38,110.667,
R-0005486,M-0046,2025-03-27T00:00:00,75.659,0.3392,104.628,19.909,37.2,6885,14.15,10.23,98.495,
R-0005487,M-0046,2025-03-28T00:00:00,70.103,0.3784,108.496,17.627,40.1,9202,17.54,10.9,92.452,
R-0005488,M-0046,2025-03-29T00:00:00,72.982,0.374,107.747,21.864,38.88,9657,15.05,10.332,105.019,
R-0005489,M-0046,2025-03-30T00:00:00,73.476,0.3116,105.218,16.669,41.63,7304,23.97,10.798,105.381,
R-0005490,M-0046,2025-03-31T00:00:00,70.996,0.3276,103.786,19.473,36.44,8010,13.68,10.83,124.465,
R-0005491,M-0046,2025-04-01T00:00:00,69.86,0.3325,105.086,18.17,35.17,11160,21.16,10.644,124.289,
R-0005492,M-0046,2025-04-02T00:00:00,66.309,0.3323,102.79,21.488,38.26,7735,14.74,10.535,119.039,
R-0005493,M-0046,2025-04-03T00:00:00,72.805,0.2453,102.658,18.771,42.89,7360,19.93,10.425,114.31,
R-0005494,M-0046,2025-04-04T00:00:00,70.446,0.3511,97.588,18.968,41.31,9579,16.64,10.047,99.709,
R-0005495,M-0046,2025-04-05T00:00:00,69.15,0.3119,103.076,20.695,36.91,8178,18.49,10.31,89.056,
R-0005496,M-0046,2025-04-06T00:00:00,70.464,0.2823,104.329,19.271,38.16,8740,13.89,9.828,87.432,
R-0005497,M-0046,2025-04-07T00:00:00,74.871,0.3821,107.506,22.407,44.01,7584,13.96,10.449,108.208,
R-0005498,M-0046,2025-04-08T00:00:00,72.355,0.4244,106.36,18.275,45.59,9894,23.37,11.069,99.294,
R-0005499,M-0046,2025-04-09T00:00:00,73.477,0.374,104.633,17.173,39.28,10584,21.92,10.744,117.428,
R-0005500,M-0046,2025-04-10T00:00:00,70.914,0.4198,103.062,17.046,43.92,12573,12.86,10.23,120.326,
R-0005501,M-0046,2025-04-11T00:00:00,75.843,0.3944,112.003,16.623,40.01,9500,19.81,9.753,92.778,
R-0005502,M-0046,2025-04-12T00:00:00,73.497,0.3426,100.033,16.188,46.42,9292,18.68,10.221,129.432,
R-0005503,M-0046,2025-04-13T00:00:00,71.781,0.3579,101.405,17.774,40.42,13158,21.21,10.046,85.359,
R-0005504,M-0046,2025-04-14T00:00:00,71.854,0.3668,106.857,20.863,35.54,13287,13.86,10.528,106.849,
R-0005505,M-0046,2025-04-15T00:00:00,73.641,0.3086,99.404,15.929,43.47,8112,13.88,10.273,118.403,
R-0005506,M-0046,2025-04-16T00:00:00,71.375,0.3196,102.702,16.515,39.5,12285,20.74,9.858,94.199,
R-0005507,M-0046,2025-04-17T00:00:00,72.967,0.338,108.929,20.356,47.83,13356,23.76,10.447,105.16,
R-0005508,M-0046,2025-04-18T00:00:00,72.173,0.2863,102.413,17.731,37.03,11877,12.68,9.564,82.587,
R-0005509,M-0046,2025-04-19T00:00:00,70.554,0.3013,96.25,19.222,43.97,12960,19.61,10.261,91.85,
R-0005510,M-0046,2025-04-20T00:00:00,71.994,0.3768,107.846,17.549,36.85,12862,19.57,10.197,103.602,
R-0005511,M-0046,2025-04-21T00:00:00,72.708,0.2866,101.725,20.099,42.4,10010,12.87,10.464,107.0,
R-0005512,M-0046,2025-04-22T00:00:00,69.224,0.3089,107.937,20.911,37.32,10101,22.21,10.407,113.771,
R-0005513,M-0046,2025-04-23T00:00:00,73.141,0.3137,100.048,19.958,36.58,9856,22.32,10.329,112.187,
R-0005514,M-0046,2025-04-24T00:00:00,73.038,0.2635,100.973,16.941,41.45,8588,18.76,10.037,117.764,
R-0005515,M-0046,2025-04-25T00:00:00,70.591,0.3151,100.272,19.205,46.41,13680,20.45,10.308,113.409,
R-0005516,M-0046,2025-04-26T00:00:00,70.637,0.3183,99.098,19.178,37.78,12650,16.95,10.719,90.051,
R-0005517,M-0046,2025-04-27T00:00:00,72.625,0.3314,102.23,19.531,45.55,11020,15.06,10.871,80.302,
R-0005518,M-0046,2025-04-28T00:00:00,68.325,0.2641,104.373,19.516,40.07,8307,13.82,10.375,119.797,
R-0005519,M-0046,2025-04-29T00:00:00,71.879,0.2659,102.231,16.96,37.1,13098,19.0,10.586,113.227,
R-0005520,M-0046,2025-04-30T00:00:00,71.5,0.3656,101.992,20.828,45.07,12614,13.55,10.28,107.2,
R-0005521,M-0047,2025-01-01T00:00:00,67.48,0.4659,105.026,17.728,43.87,0,21.06,10.116,123.759,
R-0005522,M-0047,2025-01-02T00:00:00,66.858,0.4686,100.499,17.202,39.45,86,13.61,10.429,93.066,
R-0005523,M-0047,2025-01-03T00:00:00,66.346,0.3465,103.084,16.47,44.94,256,13.16,9.836,126.244,
R-0005524,M-0047,2025-01-04T00:00:00,63.704,0.3354,100.709,19.173,44.18,267,20.0,10.113,98.956,
R-0005525,M-0047,2025-01-05T00:00:00,66.091,0.3311,102.398,16.465,42.11,416,22.46,9.904,98.541,
R-0005526,M-0047,2025-01-06T00:00:00,67.682,0.3928,96.941,18.69,46.45,565,17.64,9.892,109.277,
R-0005527,M-0047,2025-01-07T00:00:00,65.476,0.4399,103.319,17.802,37.88,612,18.22,10.296,104.089,
R-0005528,M-0047,2025-01-08T00:00:00,67.255,0.4274,102.241,18.948,35.58,693,14.6,10.397,125.041,
R-0005529,M-0047,2025-01-09T00:00:00,65.408,0.4137,96.279,17.046,38.06,944,21.11,10.026,81.661,
R-0005530,M-0047,2025-01-10T00:00:00,66.752,0.436,101.618,19.056,35.18,747,21.17,10.246,111.476,
R-0005531,M-0047,2025-01-11T00:00:00,64.688,0.5105,97.4,14.76,43.84,950,20.66,9.921,111.072,
R-0005532,M-0047,2025-01-12T00:00:00,67.535,0.3606,106.237,19.915,47.94,913,16.08,10.339,102.655,
R-0005533,M-0047,2025-01-13T00:00:00,66.184,0.3162,98.79,17.298,44.02,888,22.64,9.97,124.123,
R-0005534,M-0047,2025-01-14T00:00:00,65.776,0.3672,98.973,17.93,37.57,1261,19.22,10.138,111.533,
R-0005535,M-0047,2025-01-15T00:00:00,63.227,0.4083,99.211,19.383,38.41,1022,15.63,10.112,83.995,
R-0005536,M-0047,2025-01-16T00:00:00,66.059,0.3929,100.973,16.965,40.69,1170,14.93,9.842,84.41,
R-0005537,M-0047,2025-01-17T00:00:00,64.811,0.3605,100.193,18.92,45.0,1536,17.19,10.026,115.824,
R-0005538,M-0047,2025-01-18T00:00:00,68.357,0.3575,103.573,16.438,39.62,2108,12.4,10.105,94.901,
R-0005539,M-0047,2025-01-19T00:00:00,65.182,0.4238,97.315,17.36,37.78,2142,18.56,9.665,128.006,
R-0005540,M-0047,2025-01-20T00:00:00,64.432,0.4346,102.378,16.08,44.02,1463,17.18,10.244,109.002,
R-0005541,M-0047,2025-01-21T00:00:00,65.945,0.3817,98.399,14.996,37.31,1800,15.44,10.525,93.756,
R-0005542,M-0047,2025-01-22T00:00:00,66.747,0.3987,102.238,16.226,41.77,2352,12.13,10.246,87.096,
R-0005543,M-0047,2025-01-23T00:00:00,65.048,0.3927,103.373,18.111,39.51,2200,22.9,9.797,127.336,
R-0005544,M-0047,2025-01-24T00:00:00,63.941,0.3829,101.553,19.958,43.73,1679,15.33,9.866,89.242,
R-0005545,M-0047,2025-01-25T00:00:00,68.126,0.4202,97.298,18.486,39.39,2136,21.35,10.286,119.993,
R-0005546,M-0047,2025-01-26T00:00:00,68.767,0.4314,104.264,15.839,46.72,2550,20.57,10.308,93.312,
R-0005547,M-0047,2025-01-27T00:00:00,66.632,0.3921,103.054,18.177,36.99,2730,19.15,9.782,89.54,
R-0005548,M-0047,2025-01-28T00:00:00,65.305,0.4346,101.631,18.163,38.22,3429,17.28,9.875,98.894,
R-0005549,M-0047,2025-01-29T00:00:00,64.65,0.4877,98.729,16.744,41.01,2604,12.82,9.712,112.402,
R-0005550,M-0047,2025-01-30T00:00:00,66.163,0.4154,101.346,16.472,42.51,2146,13.11,9.929,90.192,
R-0005551,M-0047,2025-01-31T00:00:00,66.233,0.4507,98.713,19.169,43.29,3060,22.84,10.319,81.607,
R-0005552,M-0047,2025-02-01T00:00:00,64.426,0.3922,101.624,18.103,44.82,3255,20.53,10.085,87.121,
R-0005553,M-0047,2025-02-02T00:00:00,68.324,0.4342,102.431,19.051,39.84,3648,17.58,9.926,121.068,
R-0005554,M-0047,2025-02-03T00:00:00,62.642,0.3345,101.51,18.839,38.16,3696,16.01,10.165,125.342,
R-0005555,M-0047,2025-02-04T00:00:00,64.992,0.4615,105.844,19.283,35.3,3196,22.64,10.06,80.804,
R-0005556,M-0047,2025-02-05T00:00:00,66.393,0.3758,98.912,17.051,46.64,4025,13.93,10.354,92.15,
R-0005557,M-0047,2025-02-06T00:00:00,63.939,0.4164,100.487,17.974,38.11,3708,12.14,10.224,103.15,
R-0005558,M-0047,2025-02-07T00:00:00,66.005,0.3479,104.152,18.951,46.61,4292,18.41,10.398,81.136,
R-0005559,M-0047,2025-02-08T00:00:00,66.287,0.4638,101.765,16.63,41.37,4332,15.77,10.586,115.077,
R-0005560,M-0047,2025-02-09T00:00:00,63.483,0.4477,102.393,17.124,40.25,4797,20.66,10.126,113.152,
R-0005561,M-0047,2025-02-10T00:00:00,66.051,0.3845,97.748,19.296,41.94,3800,12.91,10.407,89.97,
R-0005562,M-0047,2025-02-11T00:00:00,63.914,0.4177,99.436,18.511,45.21,4715,13.48,10.078,105.223,
R-0005563,M-0047,2025-02-12T00:00:00,66.271,0.387,100.054,13.569,37.28,4998,15.85,10.213,118.045,
R-0005564,M-0047,2025-02-13T00:00:00,64.441,0.4217,100.864,18.119,43.14,4859,23.25,10.108,115.276,
R-0005565,M-0047,2025-02-14T00:00:00,66.553,0.5014,105.786,17.19,45.0,4796,21.49,10.155,96.644,
R-0005566,M-0047,2025-02-15T00:00:00,65.522,0.3638,102.166,18.313,47.82,4095,13.15,9.93,113.277,
R-0005567,M-0047,2025-02-16T00:00:00,64.672,0.4049,103.003,15.818,46.38,3772,13.37,10.182,129.093,
R-0005568,M-0047,2025-02-17T00:00:00,65.731,0.3801,102.788,16.629,39.95,6063,15.96,10.232,114.085,
R-0005569,M-0047,2025-02-18T00:00:00,65.44,0.4137,100.281,22.254,41.8,5808,19.74,10.273,123.984,
R-0005570,M-0047,2025-02-19T00:00:00,64.372,0.4129,97.145,19.182,39.29,5390,18.96,10.109,118.318,
R-0005571,M-0047,2025-02-20T00:00:00,66.815,0.3461,101.085,15.295,40.54,4550,13.83,9.933,85.795,
R-0005572,M-0047,2025-02-21T00:00:00,67.572,0.3792,97.047,18.525,41.7,3825,16.66,9.978,117.072,
R-0005573,M-0047,2025-02-22T00:00:00,66.715,0.47,99.92,17.131,43.81,4472,12.35,10.097,125.05,
R-0005574,M-0047,2025-02-23T00:00:00,67.865,0.3124,99.321,20.252,43.97,3763,15.99,9.928,107.434,
R-0005575,M-0047,2025-02-24T00:00:00,62.556,0.377,100.285,22.072,47.32,3996,15.6,9.749,99.783,
R-0005576,M-0047,2025-02-25T00:00:00,63.244,0.3651,101.613,18.49,44.36,6655,18.32,10.355,96.678,
R-0005577,M-0047,2025-02-26T00:00:00,62.819,0.3604,104.506,17.817,42.39,4816,17.93,10.133,89.437,
R-0005578,M-0047,2025-02-27T00:00:00,63.403,0.3993,99.781,19.045,35.09,7353,16.28,10.173,87.479,
R-0005579,M-0047,2025-02-28T00:00:00,69.177,0.4105,105.644,18.362,36.94,5104,15.43,9.696,112.588,
R-0005580,M-0047,2025-03-01T00:00:00,66.428,0.4088,101.452,18.516,40.92,7021,17.07,10.857,111.373,
R-0005581,M-0047,2025-03-02T00:00:00,71.166,0.4319,99.859,18.814,35.56,6480,18.24,10.177,89.243,
R-0005582,M-0047,2025-03-03T00:00:00,66.967,0.364,97.458,17.869,37.08,4758,21.68,10.326,90.819,
R-0005583,M-0047,2025-03-04T00:00:00,63.385,0.3973,99.667,20.28,41.09,6882,19.45,10.104,113.174,
R-0005584,M-0047,2025-03-05T00:00:00,64.524,0.4294,99.349,18.846,44.17,5103,22.99,9.56,91.737,
R-0005585,M-0047,2025-03-06T00:00:00,65.111,0.408,103.669,15.839,43.46,7872,19.92,10.831,118.846,
R-0005586,M-0047,2025-03-07T00:00:00,69.047,0.3836,99.318,16.775,46.16,6305,20.12,10.346,112.173,
R-0005587,M-0047,2025-03-08T00:00:00,67.95,0.2973,101.965,20.013,46.14,7326,20.88,9.956,81.636,
R-0005588,M-0047,2025-03-09T00:00:00,62.553,0.4839,100.02,22.6,42.5,8576,22.25,10.476,83.818,
R-0005589,M-0047,2025-03-10T00:00:00,68.669,0.3634,103.807,16.696,45.12,7820,20.97,10.47,104.754,
R-0005590,M-0047,2025-03-11T00:00:00,63.809,0.4074,105.641,16.303,44.37,7728,12.56,9.747,86.117,
R-0005591,M-0047,2025-03-12T00:00:00,65.169,0.4136,103.471,14.662,46.4,5880,21.74,9.988,127.286,
R-0005592,M-0047,2025-03-13T00:00:00,68.173,0.3635,105.694,20.112,44.66,7242,22.76,10.244,125.446,
R-0005593,M-0047,2025-03-14T00:00:00,64.231,0.3813,104.221,19.679,40.76,6768,13.99,9.655,87.874,
R-0005594,M-0047,2025-03-15T00:00:00,65.941,0.378,103.059,20.477,37.13,7884,15.26,10.109,99.14,
R-0005595,M-0047,2025-03-16T00:00:00,67.318,0.3801,106.144,18.291,44.66,5476,16.74,9.916,114.251,
R-0005596,M-0047,2025-03-17T00:00:00,66.812,0.4541,100.903,15.874,44.89,6600,17.51,10.461,96.304,
R-0005597,M-0047,2025-03-18T00:00:00,63.55,0.4674,105.61,20.123,37.38,8284,12.02,10.43,92.07,
R-0005598,M-0047,2025-03-19T00:00:00,66.719,0.4022,102.628,16.208,39.52,6314,12.42,10.219,120.375,
R-0005599,M-0047,2025-03-20T00:00:00,63.816,0.4517,101.004,18.622,45.09,5772,13.29,10.481,124.414,
R-0005600,M-0047,2025-03-21T00:00:00,63.409,0.4627,101.608,16.946,39.2,9559,20.76,9.589,85.123,
R-0005601,M-0047,2025-03-22T00:00:00,68.604,0.4201,100.432,16.353,39.52,6320,12.72,10.497,127.795,
R-0005602,M-0047,2025-03-23T00:00:00,63.015,0.4228,97.553,19.725,46.76,7533,13.11,9.786,110.039,
R-0005603,M-0047,2025-03-24T00:00:00,63.81,0.394,102.153,17.955,41.74,9102,12.65,9.701,86.963,
R-0005604,M-0047,2025-03-25T00:00:00,63.692,0.4069,104.352,17.25,36.18,6391,13.96,10.02,119.183,
R-0005605,M-0047,2025-03-26T00:00:00,63.723,0.3254,104.307,18.159,42.23,7476,12.7,10.209,128.211,
R-0005606,M-0047,2025-03-27T00:00:00,67.367,0.4173,101.795,17.821,42.51,10965,22.1,9.699,87.049,
R-0005607,M-0047,2025-03-28T00:00:00,64.714,0.392,97.22,17.717,39.17,10836,13.8,10.349,124.049,
R-0005608,M-0047,2025-03-29T00:00:00,65.017,0.4071,106.024,15.424,36.62,9483,14.73,9.582,95.15,
R-0005609,M-0047,2025-03-30T00:00:00,65.971,0.4239,98.183,18.263,44.4,6688,14.65,10.284,121.831,
R-0005610,M-0047,2025-03-31T00:00:00,66.486,0.3843,107.231,19.648,47.46,6408,16.37,10.241,107.927,
R-0005611,M-0047,2025-04-01T00:00:00,64.465,0.4317,94.156,18.727,37.73,9000,13.17,9.87,90.782,
R-0005612,M-0047,2025-04-02T00:00:00,63.646,0.4217,95.25,18.857,41.91,7098,23.52,10.387,112.268,
R-0005613,M-0047,2025-04-03T00:00:00,66.17,0.4374,99.856,16.539,46.68,6624,21.86,9.983,104.423,
R-0005614,M-0047,2025-04-04T00:00:00,65.619,0.4195,99.512,20.325,37.51,7161,15.28,10.794,99.666,
R-0005615,M-0047,2025-04-05T00:00:00,67.099,0.4459,99.848,19.541,41.86,8084,18.61,10.108,109.7,
R-0005616,M-0047,2025-04-06T00:00:00,67.776,0.4309,101.923,17.384,37.55,11210,12.66,10.259,125.837,
R-0005617,M-0047,2025-04-07T00:00:00,64.212,0.404,98.851,17.823,46.04,10752,22.65,10.37,81.969,
R-0005618,M-0047,2025-04-08T00:00:00,65.867,0.3569,99.307,17.072,38.71,10282,14.22,10.385,86.572,
R-0005619,M-0047,2025-04-09T00:00:00,67.989,0.4652,104.47,17.009,47.81,11270,12.17,10.244,119.977,
R-0005620,M-0047,2025-04-10T00:00:00,66.068,0.2898,99.541,16.647,46.24,10395,21.18,10.116,119.397,
R-0005621,M-0047,2025-04-11T00:00:00,66.715,0.4124,101.825,17.747,46.36,12800,24.0,10.352,87.022,
R-0005622,M-0047,2025-04-12T00:00:00,67.171,0.4084,99.739,15.139,44.82,10605,15.77,10.089,121.955,
R-0005623,M-0047,2025-04-13T00:00:00,66.371,0.4169,102.97,17.424,45.48,8772,21.45,9.81,109.129,
R-0005624,M-0047,2025-04-14T00:00:00,63.607,0.3665,101.203,19.043,36.26,11124,17.39,10.081,122.522,
R-0005625,M-0047,2025-04-15T00:00:00,62.124,0.4345,101.166,16.462,35.54,8008,21.6,9.525,88.25,
R-0005626,M-0047,2025-04-16T00:00:00,63.872,0.4336,98.879,18.848,40.53,8295,13.49,10.335,95.294,
R-0005627,M-0047,2025-04-17T00:00:00,66.806,0.4616,98.885,17.956,45.49,9964,19.38,10.002,111.779,
R-0005628,M-0047,2025-04-18T00:00:00,67.126,0.3688,102.588,18.961,44.78,12305,17.11,9.847,116.542,
R-0005629,M-0047,2025-04-19T00:00:00,63.125,0.3872,102.59,18.974,43.0,10260,13.02,10.226,105.54,
R-0005630,M-0047,2025-04-20T00:00:00,63.658,0.3959,103.152,19.456,42.21,11336,15.43,9.962,82.572,
R-0005631,M-0047,2025-04-21T00:00:00,64.343,0.4216,106.811,19.348,38.13,14190,15.4,9.831,121.139,
R-0005632,M-0047,2025-04-22T00:00:00,66.103,0.3326,102.093,19.243,40.97,11100,17.46,10.451,118.458,
R-0005633,M-0047,2025-04-23T00:00:00,65.088,0.3858,99.068,16.433,46.64,13216,12.13,9.941,97.469,
R-0005634,M-0047,2025-04-24T00:00:00,64.695,0.3641,97.595,18.29,40.41,9605,21.71,9.735,83.116,
R-0005635,M-0047,2025-04-25T00:00:00,67.159,0.4327,102.016,17.943,46.02,11514,21.79,10.255,94.786,
R-0005636,M-0047,2025-04-26T00:00:00,68.63,0.3781,103.196,18.78,40.72,14030,20.55,9.937,100.969,
R-0005637,M-0047,2025-04-27T00:00:00,64.047,0.358,101.342,17.881,44.53,8468,18.06,10.151,117.811,
R-0005638,M-0047,2025-04-28T00:00:00,68.809,0.3967,100.979,21.074,43.84,11583,19.88,10.312,104.481,
R-0005639,M-0047,2025-04-29T00:00:00,64.059,0.4307,105.592,19.896,45.25,11446,20.6,9.916,114.81,
R-0005640,M-0047,2025-04-30T00:00:00,67.272,0.3488,99.695,20.033,36.49,12733,19.97,10.242,100.712,
R-0005641,M-0048,2025-01-01T00:00:00,65.096,0.3564,96.933,18.389,41.48,0,18.99,9.169,101.059,
R-0005642,M-0048,2025-01-02T00:00:00,63.259,0.4207,94.518,17.181,37.47,73,13.74,9.531,113.469,
R-0005643,M-0048,2025-01-03T00:00:00,65.504,0.403,100.443,17.257,44.92,254,22.72,9.346,129.777,
R-0005644,M-0048,2025-01-04T00:00:00,64.106,0.4084,97.262,16.808,44.11,360,19.6,9.373,110.3,
R-0005645,M-0048,2025-01-05T00:00:00,64.532,0.4352,95.058,17.871,40.45,356,23.13,9.72,110.859,
R-0005646,M-0048,2025-01-06T00:00:00,64.802,0.4518,97.421,18.945,35.3,640,23.51,9.605,125.907,
R-0005647,M-0048,2025-01-07T00:00:00,64.165,0.347,97.755,18.436,44.99,774,17.65,9.763,80.826,
R-0005648,M-0048,2025-01-08T00:00:00,63.938,0.5144,97.863,17.158,41.19,665,17.99,9.318,123.122,
R-0005649,M-0048,2025-01-09T00:00:00,62.644,0.4125,95.903,18.569,45.98,864,18.79,9.674,92.484,
R-0005650,M-0048,2025-01-10T00:00:00,62.149,0.4121,100.314,20.261,42.96,873,21.44,9.72,92.869,
R-0005651,M-0048,2025-01-11T00:00:00,58.835,0.3949,97.585,16.78,39.62,1230,12.75,9.463,96.003,
R-0005652,M-0048,2025-01-12T00:00:00,65.139,0.3882,95.527,19.993,37.87,1397,12.76,9.523,98.526,
R-0005653,M-0048,2025-01-13T00:00:00,61.939,0.44,97.036,16.719,38.56,1008,19.65,9.435,81.137,
R-0005654,M-0048,2025-01-14T00:00:00,65.072,0.4153,95.665,13.757,37.76,1248,22.83,9.47,100.483,
R-0005655,M-0048,2025-01-15T00:00:00,62.426,0.4662,98.637,16.675,47.86,1428,18.13,9.877,118.288,
R-0005656,M-0048,2025-01-16T00:00:00,60.69,0.4649,96.281,16.031,39.84,1425,13.74,9.924,101.72,
R-0005657,M-0048,2025-01-17T00:00:00,62.693,0.3865,98.266,17.004,38.79,1120,13.02,9.881,94.017,
R-0005658,M-0048,2025-01-18T00:00:00,65.766,0.432,99.247,19.175,43.67,2006,16.88,9.478,121.607,
R-0005659,M-0048,2025-01-19T00:00:00,64.628,0.4164,102.771,18.074,42.99,1440,13.5,9.839,116.383,
R-0005660,M-0048,2025-01-20T00:00:00,61.452,0.3339,98.305,19.421,38.4,1330,21.97,9.305,85.927,
R-0005661,M-0048,2025-01-21T00:00:00,59.965,0.4325,92.975,17.719,38.43,2160,18.32,10.084,81.268,
R-0005662,M-0048,2025-01-22T00:00:00,62.839,0.396,97.374,15.946,35.86,2268,22.23,9.648,119.701,
R-0005663,M-0048,2025-01-23T00:00:00,61.895,0.4049,94.61,16.673,43.51,1540,18.83,9.572,129.185,
R-0005664,M-0048,2025-01-24T00:00:00,63.471,0.44,96.99,16.381,43.44,2415,22.32,9.757,92.314,
R-0005665,M-0048,2025-01-25T00:00:00,65.715,0.4297,95.615,18.327,35.8,2280,18.03,9.566,89.63,
R-0005666,M-0048,2025-01-26T00:00:00,63.334,0.3926,97.759,17.339,36.74,2450,15.58,9.347,106.417,
R-0005667,M-0048,2025-01-27T00:00:00,65.307,0.3861,95.022,19.1,38.87,2418,23.69,9.997,85.172,
R-0005668,M-0048,2025-01-28T00:00:00,61.334,0.3514,99.931,17.225,35.75,1971,22.6,9.828,106.161,
R-0005669,M-0048,2025-01-29T00:00:00,65.521,0.3956,101.217,16.99,46.79,2940,21.2,9.675,96.853,
R-0005670,M-0048,2025-01-30T00:00:00,64.109,0.3907,95.152,15.578,47.13,3190,14.23,9.845,91.728,
R-0005671,M-0048,2025-01-31T00:00:00,64.165,0.3549,99.542,16.177,40.81,3690,16.05,9.705,104.708,
R-0005672,M-0048,2025-02-01T00:00:00,63.37,0.4288,94.957,15.714,35.93,3627,22.3,9.521,107.074,
R-0005673,M-0048,2025-02-02T00:00:00,62.954,0.4289,92.999,20.104,40.77,2880,17.57,9.436,89.062,
R-0005674,M-0048,2025-02-03T00:00:00,60.867,0.3859,94.821,17.121,38.93,4125,19.66,9.997,127.45,
R-0005675,M-0048,2025-02-04T00:00:00,64.987,0.4592,100.385,18.297,42.87,2822,18.82,9.84,117.829,
R-0005676,M-0048,2025-02-05T00:00:00,61.52,0.4477,97.716,20.647,44.93,2695,12.25,9.545,128.356,
R-0005677,M-0048,2025-02-06T00:00:00,62.58,0.36,94.034,15.417,45.07,2736,16.63,9.783,82.054,
R-0005678,M-0048,2025-02-07T00:00:00,60.832,0.3572,94.027,18.949,37.47,4477,21.6,9.418,100.344,
R-0005679,M-0048,2025-02-08T00:00:00,61.633,0.4003,98.055,15.583,39.73,4522,13.85,10.186,106.406,
R-0005680,M-0048,2025-02-09T00:00:00,62.938,0.5185,95.561,17.257,39.72,3588,14.72,9.244,128.561,
R-0005681,M-0048,2025-02-10T00:00:00,60.661,0.4246,95.374,17.609,41.21,2800,13.7,9.857,115.569,
R-0005682,M-0048,2025-02-11T00:00:00,61.205,0.475,95.552,18.035,46.74,4715,14.2,9.724,102.909,
R-0005683,M-0048,2025-02-12T00:00:00,66.153,0.4241,97.17,17.973,43.58,4032,12.26,9.695,91.17,
R-0005684,M-0048,2025-02-13T00:00:00,60.322,0.4543,96.998,19.935,36.66,4343,23.31,9.81,80.989,
R-0005685,M-0048,2025-02-14T00:00:00,62.539,0.4322,95.915,18.29,44.37,4048,21.45,9.394,122.191,
R-0005686,M-0048,2025-02-15T00:00:00,63.55,0.4071,98.48,19.644,42.26,4590,18.08,9.824,129.361,
R-0005687,M-0048,2025-02-16T00:00:00,66.005,0.466,97.239,14.874,47.14,5244,17.21,9.801,89.319,
R-0005688,M-0048,2025-02-17T00:00:00,62.117,0.3903,98.975,18.917,43.94,3666,15.43,9.59,102.405,
R-0005689,M-0048,2025-02-18T00:00:00,63.433,0.5126,99.863,19.216,45.31,4800,12.53,9.583,109.804,
R-0005690,M-0048,2025-02-19T00:00:00,65.483,0.4138,97.109,17.905,47.89,4704,17.55,9.847,87.007,
R-0005691,M-0048,2025-02-20T00:00:00,63.445,0.4313,96.963,17.562,36.45,5300,21.89,9.538,120.235,
